file_name,file_path,class_id,class_name,sub_ds_name,sub_ds_index
GUNSHOT_RIFLE_gad_0.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_0.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,0
GUNSHOT_RIFLE_gad_1.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_1.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,1
GUNSHOT_RIFLE_gad_2.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_2.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,2
GUNSHOT_RIFLE_gad_3.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_3.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,3
GUNSHOT_RIFLE_gad_4.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_4.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,4
GUNSHOT_RIFLE_gad_5.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_5.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,5
GUNSHOT_RIFLE_gad_6.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_6.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,6
GUNSHOT_RIFLE_gad_7.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_7.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,7
GUNSHOT_RIFLE_gad_8.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_8.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,8
GUNSHOT_RIFLE_gad_9.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_9.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,9
GUNSHOT_RIFLE_gad_10.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_10.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,10
GUNSHOT_RIFLE_gad_11.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_11.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,11
GUNSHOT_RIFLE_gad_12.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_12.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,12
GUNSHOT_RIFLE_gad_13.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_13.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,13
GUNSHOT_RIFLE_gad_14.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_14.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,14
GUNSHOT_RIFLE_gad_15.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_15.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,15
GUNSHOT_RIFLE_gad_16.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_16.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,16
GUNSHOT_RIFLE_gad_17.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_17.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,17
GUNSHOT_RIFLE_gad_18.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_18.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,18
GUNSHOT_RIFLE_gad_19.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_19.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,19
GUNSHOT_RIFLE_gad_20.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_20.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,20
GUNSHOT_RIFLE_gad_21.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_21.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,21
GUNSHOT_RIFLE_gad_22.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_22.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,22
GUNSHOT_RIFLE_gad_23.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_23.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,23
GUNSHOT_RIFLE_gad_24.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_24.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,24
GUNSHOT_RIFLE_gad_25.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_25.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,25
GUNSHOT_RIFLE_gad_26.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_26.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,26
GUNSHOT_RIFLE_gad_27.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_27.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,27
GUNSHOT_RIFLE_gad_28.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_28.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,28
GUNSHOT_RIFLE_gad_29.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_29.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,29
GUNSHOT_RIFLE_gad_30.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_30.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,30
GUNSHOT_RIFLE_gad_31.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_31.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,31
GUNSHOT_RIFLE_gad_32.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_32.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,32
GUNSHOT_RIFLE_gad_33.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_33.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,33
GUNSHOT_RIFLE_gad_34.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_34.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,34
GUNSHOT_RIFLE_gad_35.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_35.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,35
GUNSHOT_RIFLE_gad_36.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_36.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,36
GUNSHOT_RIFLE_gad_37.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_37.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,37
GUNSHOT_RIFLE_gad_38.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_38.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,38
GUNSHOT_RIFLE_gad_39.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_39.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,39
GUNSHOT_RIFLE_gad_40.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_40.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,40
GUNSHOT_RIFLE_gad_41.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_41.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,41
GUNSHOT_RIFLE_gad_42.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_42.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,42
GUNSHOT_RIFLE_gad_43.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_43.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,43
GUNSHOT_RIFLE_gad_44.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_44.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,44
GUNSHOT_RIFLE_gad_45.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_45.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,45
GUNSHOT_RIFLE_gad_46.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_46.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,46
GUNSHOT_RIFLE_gad_47.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_47.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,47
GUNSHOT_RIFLE_gad_48.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_48.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,48
GUNSHOT_RIFLE_gad_49.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_49.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,49
GUNSHOT_RIFLE_gad_50.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_50.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,50
GUNSHOT_RIFLE_gad_51.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_51.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,51
GUNSHOT_RIFLE_gad_52.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_52.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,52
GUNSHOT_RIFLE_gad_53.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_53.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,53
GUNSHOT_RIFLE_gad_54.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_54.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,54
GUNSHOT_RIFLE_gad_55.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_55.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,55
GUNSHOT_RIFLE_gad_56.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_56.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,56
GUNSHOT_RIFLE_gad_57.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_57.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,57
GUNSHOT_RIFLE_gad_58.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_58.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,58
GUNSHOT_RIFLE_gad_59.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_59.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,59
GUNSHOT_RIFLE_gad_60.wav,/workspaces/sound-recognition-ai/dataset/GUNSHOT_RIFLE_gad_60.wav,5,GUNSHOT_RIFLE,Gunshot audio dataset,60
