file_name,file_path,class_id,class_name,sub_ds_name,sub_ds_index
DOG_BARK_esc50_0.wav,/workspaces/sound-recognition-ai/dataset/DOG_BARK_esc50_0.wav,20,DOG_BARK,ESC-50,0
THUNDER_STORM_esc50_4.wav,/workspaces/sound-recognition-ai/dataset/THUNDER_STORM_esc50_4.wav,8,THUNDER_STORM,ESC-50,4
THUNDER_STORM_esc50_5.wav,/workspaces/sound-recognition-ai/dataset/THUNDER_STORM_esc50_5.wav,8,THUNDER_STORM,ESC-50,5
DOOR_KNOCK_esc50_6.wav,/workspaces/sound-recognition-ai/dataset/DOOR_KNOCK_esc50_6.wav,19,DOOR_KNOCK,ESC-50,6
DOOR_KNOCK_esc50_9.wav,/workspaces/sound-recognition-ai/dataset/DOOR_KNOCK_esc50_9.wav,19,DOOR_KNOCK,ESC-50,9
DOOR_KNOCK_esc50_10.wav,/workspaces/sound-recognition-ai/dataset/DOOR_KNOCK_esc50_10.wav,19,DOOR_KNOCK,ESC-50,10
DOG_BARK_esc50_14.wav,/workspaces/sound-recognition-ai/dataset/DOG_BARK_esc50_14.wav,20,DOG_BARK,ESC-50,14
THUNDER_STORM_esc50_16.wav,/workspaces/sound-recognition-ai/dataset/THUNDER_STORM_esc50_16.wav,8,THUNDER_STORM,ESC-50,16
FIRE_WORKS_esc50_17.wav,/workspaces/sound-recognition-ai/dataset/FIRE_WORKS_esc50_17.wav,10,FIRE_WORKS,ESC-50,17
FIRE_WORKS_esc50_18.wav,/workspaces/sound-recognition-ai/dataset/FIRE_WORKS_esc50_18.wav,10,FIRE_WORKS,ESC-50,18
FIRE_WORKS_esc50_19.wav,/workspaces/sound-recognition-ai/dataset/FIRE_WORKS_esc50_19.wav,10,FIRE_WORKS,ESC-50,19
FIRE_WORKS_esc50_20.wav,/workspaces/sound-recognition-ai/dataset/FIRE_WORKS_esc50_20.wav,10,FIRE_WORKS,ESC-50,20
CHAINSAW_esc50_24.wav,/workspaces/sound-recognition-ai/dataset/CHAINSAW_esc50_24.wav,11,CHAINSAW,ESC-50,24
ALARM_esc50_35.wav,/workspaces/sound-recognition-ai/dataset/ALARM_esc50_35.wav,15,ALARM,ESC-50,35
ALARM_esc50_38.wav,/workspaces/sound-recognition-ai/dataset/ALARM_esc50_38.wav,15,ALARM,ESC-50,38
FOOTSTEPS_esc50_39.wav,/workspaces/sound-recognition-ai/dataset/FOOTSTEPS_esc50_39.wav,16,FOOTSTEPS,ESC-50,39
FOOTSTEPS_esc50_40.wav,/workspaces/sound-recognition-ai/dataset/FOOTSTEPS_esc50_40.wav,16,FOOTSTEPS,ESC-50,40
FOOTSTEPS_esc50_41.wav,/workspaces/sound-recognition-ai/dataset/FOOTSTEPS_esc50_41.wav,16,FOOTSTEPS,ESC-50,41
FOOTSTEPS_esc50_42.wav,/workspaces/sound-recognition-ai/dataset/FOOTSTEPS_esc50_42.wav,16,FOOTSTEPS,ESC-50,42
FOOTSTEPS_esc50_43.wav,/workspaces/sound-recognition-ai/dataset/FOOTSTEPS_esc50_43.wav,16,FOOTSTEPS,ESC-50,43
